Posted On,BHK,Rent,Size,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,Unnamed: 12,phone number,Floor Number,Total Floors
2022-07-02,3,22000,1100,carpet area,velachery,chennai,semi-furnished,bachelors,3,contact agent,,6360088226,4,4.0
2022-05-06,2,17000,950,carpet area,madipakkam,chennai,unfurnished,family,2,contact owner,,6360088226,1,2.0
2022-07-07,3,20000,1500,super area,semmenchery,chennai,unfurnished,bachelors,3,contact owner,,6360088226,19,31.0
2022-06-06,3,22000,1100,super area,porur,chennai,semi-furnished,bachelors/family,2,contact owner,,6360088226,0,2.0
2022-06-23,2,11500,1100,carpet area,"valasaravakkam, arcot road",chennai,semi-furnished,bachelors,2,contact owner,,6360088226,2,2.0
2022-05-01,3,23000,1000,carpet area,keelkatalai,chennai,unfurnished,bachelors,3,contact owner,,6360088226,1,3.0
2022-05-20,2,19000,800,super area,mambalam west,chennai,semi-furnished,bachelors/family,2,contact owner,,6360088226,2,4.0
2022-05-20,3,45000,1500,super area,cit nagar,chennai,semi-furnished,bachelors/family,2,contact owner,,6360088226,1,3.0
2022-06-25,3,17000,1250,super area,madipakkam,chennai,semi-furnished,bachelors/family,2,contact owner,,6360088226,2,3.0
2022-05-01,2,9500,650,carpet area,pallikaranai,chennai,unfurnished,bachelors/family,2,contact owner,,6360088226,1,2.0
2022-06-29,3,45000,1650,super area,"valasaravakkam, arcot road",chennai,unfurnished,bachelors/family,3,contact agent,,6360088226,1,5.0
2022-07-08,4,60000,2317,super area,sholinganallur,chennai,unfurnished,bachelors/family,4,contact agent,,6360088226,10,12.0
2022-06-03,2,12000,950,super area,"radha nagar, chrompet",chennai,semi-furnished,family,2,contact owner,,6360088226,1,2.0
2022-06-14,3,40000,1700,super area,kk nagar,chennai,furnished,bachelors/family,3,contact owner,,6360088226,3,5.0
2022-07-09,3,16000,1300,super area,porur,chennai,furnished,bachelors/family,2,contact owner,,6360088226,1,2.0
2022-05-30,2,9000,805,super area,madipakkam,chennai,semi-furnished,bachelors/family,2,contact owner,,6360088226,1,2.0
2022-07-08,2,35000,1109,super area,"adyar, thiruvanmiyur, chennai",chennai,semi-furnished,bachelors/family,2,contact owner,,6360088226,3,3.0
2022-07-06,1,4000,300,super area,tiruvottiyur,chennai,unfurnished,bachelors,1,contact owner,,6360088226,1,2.0
2022-07-06,2,11000,700,super area,tharamani,chennai,unfurnished,bachelors/family,1,contact owner,,6360088226,1,3.0
2022-06-25,2,9500,950,super area,"manali, manali high road",chennai,semi-furnished,bachelors/family,2,contact owner,,6360088226,0,2.0
2022-06-16,3,25000,1290,super area,poonamalle,chennai,unfurnished,bachelors/family,3,contact owner,,6360088226,4,4.0
2022-05-21,2,10000,950,super area,s.kolathur,chennai,unfurnished,bachelors/family,2,contact owner,,6360088226,0,2.0
2022-05-12,1,12000,400,super area,besant nagar,chennai,furnished,bachelors/family,1,contact owner,,6360088226,1,3.0
2022-06-22,2,19397,2000,super area,guduvancheri,chennai,furnished,bachelors/family,2,contact owner,,6360088226,7,10.0
2022-07-05,2,12000,939,super area,new perungalathur,chennai,semi-furnished,bachelors/family,2,contact owner,,6360088226,3,4.0
2022-06-04,3,10000,1200,carpet area,kovur,chennai,unfurnished,bachelors/family,3,contact owner,,6360088226,1,3.0
2022-05-11,2,20000,1800,super area,"ambattur industrial estate, chennai bypass road",chennai,semi-furnished,bachelors/family,2,contact owner,,6360088226,1,1.0
2022-07-10,3,15000,1200,carpet area,madambakkam,chennai,unfurnished,bachelors/family,2,contact agent,,6360088226,2,5.0
2022-05-20,2,28000,1200,super area,kodambakkam,chennai,semi-furnished,family,2,contact owner,,6360088226,1,3.0
2022-06-12,3,10000,1750,super area,kuthanur,chennai,unfurnished,bachelors/family,3,contact owner,,6360088226,1,1.0
2022-07-09,1,3500,300,super area,mogappair west,chennai,unfurnished,bachelors/family,1,contact owner,,6360088226,0,2.0
2022-06-15,1,8000,650,carpet area,sholinganallur,chennai,unfurnished,bachelors,1,contact owner,,6360088226,1,3.0
2022-05-25,2,13500,950,super area,iyyappanthangal,chennai,semi-furnished,bachelors/family,2,contact owner,,6360088226,0,3.0
2022-05-19,3,36000,1610,super area,vadapalani,chennai,semi-furnished,family,3,contact agent,,6360088226,3,14.0
2022-06-14,2,15000,900,super area,kodungaiyur east,chennai,unfurnished,bachelors/family,2,contact owner,,6360088226,1,2.0
2022-05-06,1,5000,550,carpet area,"tambaram, gst road",chennai,unfurnished,bachelors/family,1,contact owner,,6360088226,1,1.0
2022-05-25,2,10000,700,super area,nanmangalam,chennai,unfurnished,bachelors/family,2,contact owner,,6360088226,0,2.0
2022-07-06,2,10000,800,super area,madipakkam,chennai,unfurnished,bachelors/family,2,contact owner,,6360088226,2,3.0
2022-06-25,2,8500,580,super area,sholinganallur,chennai,semi-furnished,bachelors/family,2,contact owner,,6360088226,3,5.0
2022-06-26,2,11000,950,super area,nandanam,chennai,semi-furnished,bachelors/family,2,contact owner,,6360088226,1,2.0
2022-05-25,1,8000,700,carpet area,"nemilichery, chromepet",chennai,unfurnished,bachelors/family,1,contact owner,,6360088226,1,1.0
2022-05-25,2,12000,600,super area,"bharathidasan colony, kk nagar",chennai,semi-furnished,bachelors/family,1,contact owner,,6360088226,0,3.0
2022-05-25,1,5000,200,super area,mambalam west,chennai,semi-furnished,bachelors/family,1,contact owner,,6360088226,0,3.0
2022-05-17,1,7000,600,super area,iyyappanthangal,chennai,semi-furnished,bachelors/family,1,contact owner,,6360088226,0,3.0
2022-05-17,2,15000,550,super area,mylapore,chennai,unfurnished,bachelors/family,2,contact owner,,6360088226,0,3.0
2022-06-25,1,10000,600,super area,mugalivakkam,chennai,unfurnished,bachelors/family,1,contact owner,,6360088226,4,5.0
2022-05-19,3,37500,1680,super area,vadapalani,chennai,semi-furnished,family,3,contact agent,,6360088226,1,16.0
2022-06-21,2,7000,1100,carpet area,kayarambedu,chennai,unfurnished,bachelors/family,2,contact owner,,6360088226,1,1.0
2022-06-02,1,6500,600,super area,"chromepet, gst road",chennai,unfurnished,bachelors/family,1,contact owner,,6360088226,0,2.0
2022-05-25,2,16000,820,carpet area,purasaiwakkam,chennai,semi-furnished,family,2,contact owner,,6360088226,0,2.0
2022-05-19,3,34000,1125,carpet area,vadapalani,chennai,semi-furnished,family,3,contact agent,,6360088226,8,12.0
2022-07-08,2,11500,973,carpet area,padapai,chennai,semi-furnished,family,2,contact owner,,6360088226,4,4.0
2022-06-18,2,15000,780,super area,"guindy race course, guindy",chennai,furnished,bachelors/family,1,contact owner,,6360088226,1,2.0
2022-06-13,1,8000,400,super area,mannivakkam,chennai,unfurnished,bachelors/family,1,contact owner,,6360088226,0,1.0
2022-07-10,4,220000,4000,super area,"poes garden, teynampet",chennai,semi-furnished,bachelors/family,4,contact agent,,6360088226,1,2.0
2022-05-17,2,22000,1000,carpet area,t nagar,chennai,semi-furnished,bachelors/family,2,contact agent,,6360088226,2,4.0
2022-05-17,3,85000,3500,carpet area,t nagar,chennai,semi-furnished,bachelors/family,3,contact agent,,6360088226,0,1.0
2022-06-18,1,6000,350,super area,maduravoyal,chennai,semi-furnished,bachelors/family,1,contact owner,,6360088226,0,2.0
2022-05-03,2,14000,800,carpet area,choolaimedu high road,chennai,semi-furnished,bachelors,2,contact owner,,6360088226,2,2.0
2022-05-01,2,11500,700,super area,"paddy field street,perambur",chennai,unfurnished,bachelors/family,2,contact owner,,6360088226,0,2.0
2022-07-06,1,6000,550,super area,"vimalapuram, manali",chennai,unfurnished,bachelors/family,1,contact owner,,6360088226,0,2.0
2022-07-06,3,24000,2100,super area,nanmangalam,chennai,semi-furnished,bachelors/family,4,contact owner,,6360088226,0,2.0
2022-07-08,3,32000,1700,super area,perumbakkam,chennai,semi-furnished,bachelors/family,3,contact owner,,6360088226,2,2.0
2022-05-17,3,16000,1420,carpet area,"rajakipakkam, sembakkam",chennai,semi-furnished,bachelors/family,2,contact owner,,6360088226,0,1.0
2022-07-08,2,13000,950,carpet area,duraisamy nagar,chennai,semi-furnished,bachelors/family,2,contact owner,,6360088226,1,2.0
2022-07-06,2,14000,780,super area,pallikaranai,chennai,semi-furnished,bachelors/family,2,contact owner,,6360088226,2,2.0
2022-06-23,1,7500,800,carpet area,jalladian pet,chennai,unfurnished,bachelors,1,contact owner,,6360088226,1,2.0
2022-05-25,2,10000,500,super area,koyambedu,chennai,semi-furnished,bachelors/family,1,contact owner,,6360088226,2,4.0
2022-05-29,2,18500,1000,super area,semmancheri,chennai,semi-furnished,bachelors/family,2,contact owner,,6360088226,25,32.0
2022-07-10,2,12000,750,super area,royapettah,chennai,unfurnished,bachelors/family,2,contact owner,,6360088226,2,2.0
2022-06-22,2,17000,1200,carpet area,cmbt,chennai,unfurnished,bachelors/family,2,contact owner,,6360088226,2,2.0
2022-05-19,3,35000,1152,carpet area,vadapalani,chennai,semi-furnished,family,3,contact agent,,6360088226,10,14.0
2022-05-25,2,9000,843,super area,kovur,chennai,semi-furnished,bachelors/family,2,contact owner,,6360088226,2,3.0
2022-07-06,2,13000,900,super area,semmancheri,chennai,unfurnished,bachelors/family,2,contact owner,,6360088226,1,3.0
2022-07-10,2,27999,1250,carpet area,nandambakkam,chennai,semi-furnished,bachelors/family,2,contact agent,,6360088226,2,4.0
2022-05-13,2,11000,650,super area,kodambakkam,chennai,unfurnished,bachelors/family,2,contact owner,,6360088226,2,2.0
2022-07-06,4,140000,2600,carpet area,ranjith road,chennai,semi-furnished,bachelors/family,4,contact agent,,6360088226,2,2.0
2022-04-28,1,12000,700,super area,indra nagar,chennai,unfurnished,bachelors/family,1,contact owner,,6360088226,0,2.0
2022-06-22,2,13000,720,carpet area,"sakthi nagar, adambakkam",chennai,unfurnished,family,2,contact owner,,6360088226,1,2.0
2022-07-06,4,250000,3500,carpet area,"poes garden, teynampet",chennai,semi-furnished,bachelors/family,4,contact agent,,6360088226,1,4.0
2022-07-05,4,80000,3000,carpet area,"egmore, ph road",chennai,unfurnished,bachelors,4,contact agent,,6360088226,1,2.0
2022-07-10,2,22999,1144,carpet area,iyyappanthangal,chennai,semi-furnished,bachelors/family,2,contact agent,,6360088226,1,1.0
2022-06-19,3,36000,1750,carpet area,anna nagar,chennai,unfurnished,bachelors,3,contact agent,,6360088226,1,4.0
2022-05-25,3,70000,1450,super area,madipakkam,chennai,unfurnished,bachelors/family,2,contact owner,,6360088226,0,2.0
2022-06-18,2,12500,590,super area,choolaimedu,chennai,unfurnished,bachelors/family,1,contact owner,,6360088226,1,2.0
2022-05-01,2,18000,900,super area,anna nagar west extension,chennai,semi-furnished,bachelors/family,2,contact owner,,6360088226,2,2.0
2022-05-25,2,10000,800,super area,ramapuram,chennai,semi-furnished,bachelors/family,1,contact owner,,6360088226,1,2.0
2022-06-22,2,18000,1000,super area,sholinganallur,chennai,semi-furnished,bachelors/family,2,contact owner,,6360088226,1,3.0
2022-05-19,3,37000,1650,super area,vadapalani,chennai,semi-furnished,family,3,contact agent,,6360088226,2,14.0
2022-05-01,2,18000,700,carpet area,thiruvanmiyur,chennai,semi-furnished,bachelors/family,2,contact owner,,6360088226,0,1.0
2022-06-25,3,25000,1280,super area,"maha builders, saimaa castle, velachery",chennai,semi-furnished,bachelors/family,2,contact owner,,6360088226,1,1.0
2022-06-11,2,10000,700,super area,"zamin pallavaram, pallavaram",chennai,unfurnished,bachelors/family,2,contact owner,,6360088226,0,2.0
2022-07-01,2,15000,980,super area,purasaiwakkam,chennai,unfurnished,bachelors/family,2,contact owner,,6360088226,1,4.0
2022-05-22,2,15000,900,carpet area,ramapuram,chennai,semi-furnished,bachelors/family,2,contact owner,,6360088226,2,2.0
2022-07-06,1,9000,450,super area,virugambakkam,chennai,unfurnished,family,1,contact owner,,6360088226,1,1.0
2022-07-06,2,14000,1200,super area,porur,chennai,unfurnished,bachelors/family,2,contact owner,,6360088226,2,4.0
2022-07-06,2,8500,650,super area,jalladian pet,chennai,semi-furnished,bachelors/family,2,contact owner,,6360088226,1,2.0
2022-05-19,3,35000,1903,super area,old mahabalipuram road,chennai,semi-furnished,bachelors/family,3,contact owner,,6360088226,6,11.0
2022-06-29,2,10000,650,super area,arcot road virugambakkam,chennai,semi-furnished,bachelors/family,1,contact owner,,6360088226,2,3.0
2022-05-30,1,5000,450,carpet area,housing board,chennai,unfurnished,bachelors/family,1,contact owner,,6360088226,2,2.0
2022-06-10,2,23000,900,carpet area,besant nagar chennai,chennai,unfurnished,bachelors,2,contact owner,,6360088226,3,5.0
2022-06-14,2,15000,550,super area,ashok nagar,chennai,unfurnished,family,1,contact owner,,6360088226,2,3.0
2022-06-14,2,18500,750,super area,"adyar, sardar patel road",chennai,semi-furnished,bachelors/family,2,contact owner,,6360088226,0,3.0
2022-05-17,2,28000,1000,super area,velachery,chennai,semi-furnished,bachelors/family,2,contact owner,,6360088226,2,4.0
2022-05-19,3,32000,1050,carpet area,vadapalani,chennai,semi-furnished,family,3,contact agent,,6360088226,4,12.0
2022-05-01,1,14000,650,carpet area,"mattan kuppam, triplicane",chennai,furnished,family,2,contact owner,,6360088226,1,3.0
2022-06-02,1,7000,400,super area,injambakkam,chennai,semi-furnished,bachelors/family,1,contact owner,,6360088226,1,3.0
2022-05-19,3,33000,1075,carpet area,vadapalani,chennai,semi-furnished,family,3,contact agent,,6360088226,7,12.0
2022-05-27,3,100000,2000,carpet area,alwarpet,chennai,semi-furnished,bachelors,3,contact agent,,6360088226,3,14.0
2022-05-29,2,18000,720,super area,kasturibai nagar,chennai,semi-furnished,bachelors/family,2,contact owner,,6360088226,4,5.0
2022-06-16,3,16000,1000,carpet area,ponniammanmedu,chennai,unfurnished,bachelors,2,contact owner,,6360088226,1,3.0
2022-05-02,1,8500,500,super area,ayanavaram,chennai,unfurnished,bachelors/family,1,contact owner,,6360088226,0,2.0
2022-06-25,2,10000,900,super area,nandivaram-guduvancheri,chennai,furnished,bachelors/family,2,contact owner,,6360088226,0,3.0
2022-05-15,2,13500,900,super area,"singaperumal koil, tiruchi chennai highway",chennai,semi-furnished,bachelors/family,2,contact owner,,6360088226,5,7.0
2022-07-06,2,19000,900,super area,kodambakkam,chennai,semi-furnished,bachelors/family,2,contact owner,,6360088226,1,3.0
2022-07-06,1,11500,1000,super area,ayappakkam,chennai,unfurnished,bachelors/family,2,contact owner,,6360088226,1,2.0
2022-07-06,3,22000,1300,super area,jawahar nagar,chennai,semi-furnished,family,3,contact owner,,6360088226,1,3.0
2022-05-27,3,12000,1383,super area,"perungalathur, chennai bypass road",chennai,semi-furnished,bachelors,3,contact owner,,6360088226,2,4.0
2022-06-04,2,10000,800,carpet area,guduvancheri,chennai,semi-furnished,bachelors,2,contact owner,,6360088226,0,1.0
2022-05-01,2,15000,1500,carpet area,madambakkam,chennai,unfurnished,bachelors,2,contact owner,,6360088226,1,1.0
2022-06-21,3,35000,1350,carpet area,anna nagar west extension,chennai,semi-furnished,bachelors,2,contact agent,,6360088226,0,2.0
2022-06-06,3,70000,2000,carpet area,"adyar, sardar patel road",chennai,semi-furnished,bachelors,3,contact agent,,6360088226,3,4.0
2022-06-21,3,32000,1200,carpet area,anna nagar west extension,chennai,unfurnished,bachelors,2,contact agent,,6360088226,0,4.0
2022-06-14,3,35000,1912,carpet area,alwarthirunagar,chennai,unfurnished,bachelors,3,contact agent,,6360088226,1,4.0
2022-07-10,1,10000,500,carpet area,old washermanpet,chennai,unfurnished,bachelors,1,contact owner,,6360088226,1,2.0
2022-06-05,2,11000,950,super area,"iyyappanthangal bus stop, iyyappanthangal, ph road",chennai,unfurnished,bachelors,2,contact owner,,6360088226,1,1.0
2022-05-17,2,12000,1000,carpet area,kolathur,chennai,unfurnished,bachelors,2,contact owner,,6360088226,1,1.0
2022-05-06,3,40000,1600,carpet area,prestige bellavista,chennai,unfurnished,bachelors,3,contact owner,,6360088226,11,16.0
2022-05-16,2,8000,900,super area,sithalapakkam,chennai,unfurnished,bachelors/family,2,contact owner,,6360088226,0,2.0
2022-05-16,3,20000,1265,super area,adambakkam,chennai,semi-furnished,bachelors/family,2,contact owner,,6360088226,1,3.0
2022-05-24,3,12000,1060,super area,"urapakkam, vandalur r.f, gst road",chennai,semi-furnished,bachelors/family,2,contact owner,,6360088226,3,4.0
2022-05-16,2,15000,1050,super area,medavakkam,chennai,semi-furnished,bachelors/family,2,contact owner,,6360088226,1,2.0
2022-06-10,3,27000,1500,carpet area,perungudi,chennai,unfurnished,bachelors,3,contact agent,,6360088226,2,4.0
2022-05-12,2,13000,890,carpet area,oliyas green court,chennai,unfurnished,bachelors,2,contact owner,,6360088226,1,2.0
2022-05-10,2,9000,700,carpet area,keelkattalai,chennai,unfurnished,bachelors/family,3,contact owner,,6360088226,1,2.0
2022-07-02,3,25000,1146,carpet area,chinna porur,chennai,semi-furnished,bachelors/family,2,contact owner,,6360088226,1,2.0
2022-05-20,1,12000,700,super area,thiruvanmiyur,chennai,semi-furnished,bachelors/family,1,contact owner,,6360088226,1,2.0
2022-06-09,2,18000,800,carpet area,anna nagar east,chennai,semi-furnished,bachelors,2,contact agent,,6360088226,0,2.0
2022-07-05,2,9500,640,carpet area,mogappair west,chennai,unfurnished,bachelors/family,2,contact owner,,6360088226,0,1.0
2022-06-04,2,14000,909,super area,mahindra world city,chennai,semi-furnished,bachelors/family,2,contact owner,,6360088226,5,14.0
2022-06-25,4,40000,2400,carpet area,"palavakkam, e coast road",chennai,unfurnished,bachelors,3,contact agent,,6360088226,0,2.0
2022-06-25,4,70000,3800,carpet area,injambakkam,chennai,semi-furnished,bachelors/family,4,contact agent,,6360088226,0,1.0
2022-05-16,2,15000,400,super area,periyamet,chennai,unfurnished,bachelors/family,2,contact owner,,6360088226,1,3.0
2022-05-06,2,8500,886,super area,pallavan nagar-thiruverkadu,chennai,unfurnished,family,2,contact owner,,6360088226,2,3.0
2022-05-25,3,27500,1570,super area,sholinganallur,chennai,semi-furnished,bachelors/family,3,contact owner,,6360088226,4,5.0
2022-05-20,2,15000,900,super area,kolathur,chennai,unfurnished,bachelors/family,2,contact owner,,6360088226,1,2.0
2022-05-16,1,5000,400,super area,medavakkam,chennai,unfurnished,bachelors/family,1,contact owner,,6360088226,0,2.0
2022-05-16,2,26000,1600,super area,madipakkam,chennai,semi-furnished,bachelors/family,2,contact owner,,6360088226,0,2.0
2022-05-16,2,14000,1000,super area,"chromepet, gst road",chennai,unfurnished,bachelors/family,2,contact owner,,6360088226,2,3.0
2022-05-12,2,20000,850,super area,velachery,chennai,semi-furnished,bachelors/family,2,contact owner,,6360088226,0,4.0
2022-06-06,2,12000,750,super area,andal nagar,chennai,unfurnished,bachelors/family,2,contact owner,,6360088226,0,3.0
2022-06-14,2,17000,750,super area,kamarajar salai,chennai,unfurnished,bachelors/family,2,contact owner,,6360088226,1,2.0
2022-06-14,3,75000,2000,carpet area,deepa appartment turnbulls,chennai,semi-furnished,bachelors/family,3,contact owner,,6360088226,3,4.0
2022-05-20,3,19500,1270,super area,madipakkam,chennai,semi-furnished,bachelors,2,contact owner,,6360088226,1,2.0
2022-06-28,2,10000,2000,carpet area,sadhanadhapuram,chennai,semi-furnished,bachelors/family,2,contact owner,,6360088226,1,2.0
2022-07-02,2,32000,1250,super area,nungambakkam,chennai,furnished,bachelors/family,2,contact owner,,6360088226,3,7.0
2022-05-16,2,15000,1000,super area,velachery,chennai,unfurnished,family,2,contact owner,,6360088226,0,2.0
2022-07-10,3,28000,1050,carpet area,pallavaram,chennai,semi-furnished,bachelors/family,3,contact agent,,6360088226,5,10.0
2022-06-22,2,10677,800,super area,"kelambakkam, old mahabalipuram road",chennai,semi-furnished,bachelors/family,2,contact owner,,6360088226,5,6.0
2022-07-01,3,50000,1625,super area,old mahabalipuram road,chennai,furnished,bachelors/family,3,contact agent,,6360088226,8,11.0
2022-06-17,3,32500,1535,super area,karapakkam,chennai,unfurnished,bachelors/family,3,contact agent,,6360088226,1,2.0
2022-05-14,2,23000,850,carpet area,choolaimedu,chennai,furnished,bachelors/family,2,contact owner,,6360088226,1,2.0
2022-06-28,4,75000,3800,carpet area,"financial district, nanakram guda",hyderabad,semi-furnished,bachelors/family,4,contact agent,,6360088226,3,10.0
2022-06-30,4,250000,4500,carpet area,jubilee hills,hyderabad,semi-furnished,family,4,contact agent,,6360088226,0,2.0
2022-05-20,2,10000,1100,super area,meerpet,hyderabad,unfurnished,bachelors/family,2,contact owner,,6360088226,1,3.0
2022-07-10,3,60000,3200,carpet area,"himayath nagar, nh 7",hyderabad,semi-furnished,bachelors/family,3,contact agent,,6360088226,1,5.0
2022-05-12,2,12000,647,super area,moti nagar,hyderabad,unfurnished,bachelors/family,1,contact owner,,6360088226,2,3.0
2022-06-21,3,48000,1798,super area,kondapur,hyderabad,semi-furnished,bachelors/family,3,contact agent,,6360088226,7,14.0
2022-07-06,3,58000,1700,carpet area,tngos colony,hyderabad,furnished,bachelors/family,3,contact agent,,6360088226,11,17.0
2022-05-12,2,14000,930,super area,langar houz,hyderabad,semi-furnished,bachelors/family,2,contact owner,,6360088226,5,5.0
2022-05-30,1,7000,150,super area,musheerabad,hyderabad,unfurnished,bachelors/family,1,contact owner,,6360088226,0,2.0
2022-04-30,2,13000,1200,super area,attapur,hyderabad,semi-furnished,bachelors/family,2,contact owner,,6360088226,3,4.0
2022-06-11,2,11000,1250,super area,poush,hyderabad,unfurnished,bachelors/family,2,contact owner,,6360088226,2,3.0
2022-06-10,2,9500,900,super area,chilakalguda,hyderabad,semi-furnished,bachelors/family,2,contact owner,,6360088226,3,4.0
2022-05-14,1,7500,500,super area,hyderguda,hyderabad,semi-furnished,bachelors/family,1,contact agent,,6360088226,2,3.0
2022-07-06,2,14000,900,carpet area,karmanghat,hyderabad,semi-furnished,bachelors,2,contact owner,,6360088226,0,2.0
2022-05-14,2,16000,1100,super area,hyderguda,hyderabad,furnished,family,2,contact agent,,6360088226,2,5.0
2022-05-14,3,18000,1500,super area,hyderguda,hyderabad,semi-furnished,bachelors/family,3,contact agent,,6360088226,4,5.0
2022-06-10,1,8200,500,super area,langar houz,hyderabad,unfurnished,bachelors/family,1,contact owner,,6360088226,1,3.0
2022-06-24,3,12000,1300,carpet area,"ghatkesar, nh 2 2",hyderabad,furnished,bachelors/family,3,contact owner,,6360088226,1,4.0
2022-06-25,1,10000,300,super area,attapur,hyderabad,furnished,bachelors/family,1,contact owner,,6360088226,10,31.0
2022-05-16,2,13000,800,super area,jagadgiri gutta,hyderabad,semi-furnished,bachelors/family,2,contact owner,,6360088226,1,3.0
2022-05-17,3,22000,1400,carpet area,aruna colony,hyderabad,semi-furnished,bachelors/family,2,contact owner,,6360088226,1,6.0
2022-05-12,1,10500,500,super area,kothapet,hyderabad,furnished,bachelors/family,1,contact owner,,6360088226,0,4.0
2022-05-12,2,11000,750,super area,fathenagar,hyderabad,unfurnished,bachelors/family,2,contact owner,,6360088226,3,5.0
2022-05-12,3,20000,1200,super area,"abids, nh 7",hyderabad,semi-furnished,bachelors/family,3,contact owner,,6360088226,2,4.0
2022-06-03,3,14000,1350,carpet area,"gayatri hills, jubilee hills",hyderabad,semi-furnished,bachelors/family,2,contact owner,,6360088226,3,4.0
2022-05-06,2,12500,1400,super area,nizampet,hyderabad,unfurnished,bachelors/family,2,contact owner,,6360088226,0,4.0
2022-06-22,1,10500,450,super area,madhapur,hyderabad,unfurnished,bachelors/family,1,contact owner,,6360088226,3,5.0
2022-06-22,3,30000,2061,super area,puppalaguda,hyderabad,furnished,bachelors/family,3,contact owner,,6360088226,1,6.0
2022-06-27,2,11000,100,super area,mehdipatnam,hyderabad,furnished,family,2,contact owner,,6360088226,2,3.0
2022-06-26,2,9000,1100,super area,"vanasthalipuram, nh 9",hyderabad,semi-furnished,bachelors/family,2,contact owner,,6360088226,2,2.0
2022-05-28,3,35000,1650,carpet area,kondapur,hyderabad,semi-furnished,family,3,contact owner,,6360088226,5,5.0
2022-07-05,3,23382,1500,super area,"alkapur township, manikonda, outer ring road",hyderabad,semi-furnished,bachelors/family,3,contact owner,,6360088226,1,1.0
2022-06-10,2,9500,1140,super area,nizampet,hyderabad,semi-furnished,bachelors/family,2,contact owner,,6360088226,3,4.0
2022-05-06,2,9000,990,super area,"boduppal, nh 2 2",hyderabad,unfurnished,bachelors,2,contact owner,,6360088226,0,1.0
2022-05-06,3,60000,1700,super area,gachibowli,hyderabad,semi-furnished,bachelors/family,3,contact owner,,6360088226,7,17.0
2022-06-22,2,11000,1200,super area,bandlaguda jagir,hyderabad,unfurnished,bachelors/family,2,contact owner,,6360088226,2,4.0
2022-06-22,2,11000,850,super area,mehdipatnam,hyderabad,unfurnished,bachelors/family,2,contact owner,,6360088226,1,3.0
2022-06-22,2,11000,900,super area,musheerabad,hyderabad,unfurnished,bachelors/family,2,contact owner,,6360088226,2,3.0
2022-05-12,2,8000,800,super area,gopanapalli,hyderabad,semi-furnished,bachelors/family,2,contact owner,,6360088226,0,2.0
2022-06-17,2,9000,1000,super area,hydershakote,hyderabad,unfurnished,bachelors,2,contact owner,,6360088226,1,2.0
2022-06-19,2,8000,1020,super area,hydershakote,hyderabad,semi-furnished,bachelors/family,2,contact owner,,6360088226,3,4.0
2022-05-25,1,5500,300,super area,ameenpur,hyderabad,unfurnished,bachelors/family,1,contact owner,,6360088226,0,3.0
2022-06-10,2,12000,1800,super area,"quthbullapur, nh 7",hyderabad,semi-furnished,bachelors/family,2,contact owner,,6360088226,0,2.0
2022-07-03,3,25000,919,carpet area,"rajendra nagar, outer ring road",hyderabad,semi-furnished,bachelors/family,2,contact owner,,6360088226,8,13.0
2022-05-31,3,23000,25,carpet area,"sanath nagar, nh 9",hyderabad,semi-furnished,bachelors/family,3,contact owner,,6360088226,5,6.0
2022-06-16,2,12000,1050,super area,bandlaguda jagir,hyderabad,semi-furnished,bachelors/family,2,contact owner,,6360088226,1,3.0
2022-05-10,2,6500,200,carpet area,dammaiguda,hyderabad,unfurnished,bachelors,2,contact owner,,6360088226,0,1.0
2022-06-25,1,9000,450,super area,moti nagar,hyderabad,unfurnished,bachelors/family,1,contact owner,,6360088226,1,4.0
2022-04-30,4,25000,1000,super area,"narsingi, outer ring road",hyderabad,semi-furnished,bachelors/family,3,contact owner,,6360088226,15,20.0
2022-07-01,3,12500,1250,carpet area,kompally,hyderabad,semi-furnished,bachelors,2,contact owner,,6360088226,2,5.0
2022-07-06,3,45000,1900,carpet area,"financial district, nanakram guda",hyderabad,unfurnished,bachelors,3,contact agent,,6360088226,9,15.0
2022-05-25,2,27000,1500,super area,"banjara hills, nh 9",hyderabad,semi-furnished,bachelors/family,2,contact owner,,6360088226,0,4.0
2022-07-06,3,75000,2395,carpet area,"vittal rao nagar, hitech city",hyderabad,semi-furnished,family,3,contact agent,,6360088226,14,17.0
2022-05-18,2,9000,1800,super area,"basheer bagh, hyderabad,",hyderabad,furnished,bachelors/family,2,contact owner,,6360088226,1,1.0
2022-06-09,2,12000,700,carpet area,bhel,hyderabad,unfurnished,bachelors/family,2,contact owner,,6360088226,3,3.0
2022-07-06,3,24000,1700,super area,"alkapur township, manikonda, outer ring road",hyderabad,unfurnished,family,2,contact agent,,6360088226,4,5.0
2022-05-06,2,15000,1200,super area,"rasoolpura, mahatma gandhi road",hyderabad,unfurnished,bachelors,2,contact owner,,6360088226,2,3.0
2022-06-05,3,24000,1600,carpet area,"miyapur, nh 9",hyderabad,semi-furnished,bachelors/family,3,contact owner,,6360088226,3,5.0
2022-06-25,2,12000,745,super area,sainikpuri,hyderabad,unfurnished,bachelors/family,2,contact owner,,6360088226,8,9.0
2022-06-26,3,27000,2210,super area,"nallagandla, serilingampally",hyderabad,semi-furnished,family,3,contact owner,,6360088226,4,5.0
